0.41054,1.5315,-0.41054,0.26769,-0.16799,-0.11332
0.40937,1.5172,-0.40361,0.26603,-0.1661,-0.11344
0.40571,1.5466,-0.41057,0.27202,-0.16404,-0.11127
0.40091,1.5758,-0.41784,0.27956,-0.1606,-0.10754
0.39409,1.6047,-0.4259,0.28666,-0.157,-0.10398
0.38579,1.633,-0.43529,0.29359,-0.15324,-0.10031
0.37604,1.6606,-0.44607,0.30043,-0.14921,-0.096459
0.36601,1.6835,-0.45699,0.3066,-0.14513,-0.092493
0.35713,1.698,-0.46624,0.31143,-0.14117,-0.08858
0.34943,1.7061,-0.47399,0.31516,-0.13735,-0.084752
0.34429,1.7056,-0.47869,0.3165,-0.1345,-0.082014
0.34145,1.699,-0.48079,0.31615,-0.13248,-0.080055
0.34074,1.6882,-0.48062,0.31457,-0.13121,-0.078671
0.34203,1.6743,-0.47838,0.31209,-0.13064,-0.077716
0.34489,1.6589,-0.47464,0.30915,-0.13062,-0.077004
0.34838,1.6442,-0.47059,0.3064,-0.13079,-0.076264
0.35246,1.6301,-0.46627,0.30385,-0.13119,-0.075476
0.35714,1.6168,-0.46178,0.30152,-0.13184,-0.074612
0.36241,1.6042,-0.4572,0.29944,-0.13276,-0.073638
0.36828,1.5924,-0.45262,0.29764,-0.13401,-0.072508
0.37458,1.5813,-0.44795,0.29609,-0.13551,-0.07127
0.3811,1.571,-0.44306,0.29477,-0.13717,-0.069962
0.38785,1.5614,-0.43803,0.2937,-0.139,-0.068554
0.39488,1.5527,-0.43303,0.29284,-0.14072,-0.067115
0.40226,1.5447,-0.42819,0.29225,-0.14223,-0.065583
0.41019,1.5374,-0.42381,0.29211,-0.14326,-0.063808
0.41842,1.5308,-0.41969,0.29275,-0.14318,-0.061515
0.40211,1.5473,-0.44273,0.30078,-0.1305,-0.053921
0.40997,1.5411,-0.43904,0.30057,-0.13094,-0.052531
0.41779,1.5355,-0.43546,0.30074,-0.1307,-0.050969
0.42328,1.5323,-0.43447,0.30192,-0.12842,-0.04886
0.42148,1.5344,-0.44137,0.30428,-0.12349,-0.046345
0.42182,1.5348,-0.44594,0.30583,-0.11954,-0.044429
0.42295,1.5344,-0.44964,0.30689,-0.11606,-0.042917
0.42528,1.5334,-0.45205,0.30748,-0.11325,-0.041831
0.42959,1.5314,-0.45237,0.30759,-0.11152,-0.04126
0.43754,1.5281,-0.44889,0.30722,-0.11182,-0.04147
0.45812,1.52,-0.4278,0.30677,-0.11832,-0.043895
0.44276,1.5261,-0.44394,0.30684,-0.1149,-0.042433
0.46502,1.5174,-0.42054,0.30645,-0.12224,-0.045114
0.45519,1.5209,-0.43082,0.30602,-0.12119,-0.044427
0.43937,1.5277,-0.44593,0.30643,-0.11715,-0.04275
0.46375,1.5177,-0.42512,0.30498,-0.12674,-0.046122
0.45291,1.5219,-0.43459,0.30487,-0.12504,-0.045296
0.43541,1.5299,-0.44823,0.30599,-0.11932,-0.043125
0.44564,1.5255,-0.44233,0.30567,-0.12093,-0.043713
0.42174,1.5371,-0.46275,0.30762,-0.11158,-0.040112
0.42746,1.5342,-0.46156,0.30737,-0.11009,-0.039542
0.43267,1.5318,-0.46036,0.30716,-0.10869,-0.03928
0.44052,1.5284,-0.45362,0.30712,-0.1082,-0.03948
0.46302,1.5206,-0.43009,0.3068,-0.11565,-0.042194
0.44532,1.5269,-0.44861,0.30703,-0.11094,-0.040261
0.46785,1.5192,-0.42505,0.30678,-0.1184,-0.042941
0.45331,1.5241,-0.44026,0.30678,-0.11547,-0.041629
0.43119,1.5333,-0.46354,0.3075,-0.10823,-0.038683
0.43767,1.5304,-0.45835,0.30748,-0.10699,-0.038645
0.45177,1.5253,-0.4436,0.30743,-0.1097,-0.039894
0.42941,1.5337,-0.46702,0.30808,-0.10234,-0.036983
0.43614,1.5309,-0.45994,0.30813,-0.1009,-0.037002
0.45169,1.5259,-0.44375,0.308,-0.10444,-0.038473
0.4291,1.5335,-0.4673,0.30856,-0.096948,-0.035621
0.43798,1.5303,-0.45803,0.30842,-0.096733,-0.036032
0.46091,1.5242,-0.43426,0.30831,-0.10444,-0.038618
0.43807,1.5306,-0.45798,0.30865,-0.096812,-0.035884
0.461,1.5245,-0.4342,0.30855,-0.10452,-0.038464
0.43817,1.5309,-0.45793,0.30889,-0.096895,-0.035726
0.4611,1.5248,-0.43414,0.3088,-0.1046,-0.038302
0.43827,1.5313,-0.45787,0.30915,-0.096983,-0.035559
0.4612,1.5252,-0.43408,0.30906,-0.1047,-0.03813
0.43838,1.5316,-0.45781,0.30942,-0.097077,-0.035382
0.46131,1.5256,-0.43401,0.30934,-0.10479,-0.037948
0.4385,1.532,-0.45775,0.3097,-0.097175,-0.035196
0.46143,1.526,-0.43394,0.30963,-0.1049,-0.037757
0.43862,1.5324,-0.45768,0.31001,-0.097279,-0.034999
0.46155,1.5264,-0.43387,0.30994,-0.105,-0.037555
0.43875,1.5329,-0.45761,0.31032,-0.097388,-0.034792
0.46167,1.5268,-0.43379,0.31027,-0.10512,-0.037342
0.43888,1.5333,-0.45754,0.31066,-0.097502,-0.034575
0.46181,1.5273,-0.43371,0.31061,-0.10523,-0.037119
0.43902,1.5338,-0.45746,0.31101,-0.097622,-0.034347
0.46195,1.5278,-0.43362,0.31097,-0.10536,-0.036886
0.43917,1.5343,-0.45738,0.31137,-0.097748,-0.034107
0.46209,1.5283,-0.43353,0.31134,-0.10549,-0.03664
0.43932,1.5348,-0.45729,0.31176,-0.09788,-0.033857
0.46224,1.5288,-0.43343,0.31173,-0.10563,-0.036384
0.43948,1.5353,-0.4572,0.31216,-0.098017,-0.033595
0.4624,1.5293,-0.43333,0.31214,-0.10577,-0.036116
0.43965,1.5359,-0.45711,0.31257,-0.098161,-0.033321
0.46257,1.5299,-0.43323,0.31257,-0.10592,-0.035836
0.43983,1.5365,-0.45702,0.31301,-0.09831,-0.033035
0.46274,1.5305,-0.43312,0.31301,-0.10607,-0.035544
0.44001,1.5371,-0.45692,0.31346,-0.098466,-0.032738
0.46292,1.5311,-0.43301,0.31347,-0.10623,-0.03524
0.4402,1.5377,-0.45681,0.31393,-0.098628,-0.032427
0.46311,1.5318,-0.43289,0.31395,-0.1064,-0.034923
0.4404,1.5384,-0.4567,0.31442,-0.098797,-0.032105
0.4633,1.5325,-0.43277,0.31445,-0.10657,-0.034594
0.4406,1.5391,-0.45659,0.31493,-0.098972,-0.031769
0.46351,1.5332,-0.43265,0.31497,-0.10675,-0.034252
0.44081,1.5398,-0.45647,0.31546,-0.099154,-0.031421
0.46372,1.5339,-0.43252,0.3155,-0.10694,-0.033896
0.44103,1.5405,-0.45635,0.316,-0.099342,-0.031059
0.46393,1.5346,-0.43238,0.31606,-0.10713,-0.033528
0.44126,1.5413,-0.45622,0.31657,-0.099537,-0.030684
0.46416,1.5354,-0.43224,0.31664,-0.10734,-0.033145
0.4415,1.5421,-0.45609,0.31716,-0.099739,-0.030295
0.46439,1.5362,-0.4321,0.31723,-0.10754,-0.032749
0.44174,1.5429,-0.45596,0.31776,-0.099948,-0.029892
0.46463,1.5371,-0.43194,0.31785,-0.10776,-0.032339
0.44199,1.5437,-0.45582,0.31839,-0.10016,-0.029476
0.46488,1.5379,-0.43179,0.31848,-0.10798,-0.031915
